year	month	day	blockNum	chosenRes	colorIncr	colrDistPres	colrTargPres	colrTargTime	cueCond	fixBreak	nResps	respCorrect	respOrder	tFixBreak	tPostCue	tRes	targCategory	targSide	targTime	targTimeDistSideCatg	targTimeDistSideToken	targTimeTargSideCatg	targTimeTargSideToken	trial	trialDone	trialFixX	trialFixY	whichTask	wordDistPres	wordDur	wordTargPres	wordTargTime	targPres	distPres	subjectNum	dateNum	thisBlockAccuracy	tFixBreakFromRSVPStart	congruent	RT	reportedPresence	reportedRating	excludeBlock_BadDifficulty	
2016.000000	6.000000	20.000000	1.000000	6.000000	0.103704	1.000000	0.000000	3.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.516890	3.402780	7.000000	2.000000	3.000000	8.000000	5.000000	4.000000	9.000000	1.000000	1.000000	404.000000	305.000000	2.000000	0.000000	0.041663	0.000000	5.000000	0.000000	1.000000	1.000000	1.000000	0.875000	NaN	0.000000	0.885890	0.000000	-1.000000	0.000000	
2016.000000	6.000000	20.000000	1.000000	6.000000	0.103704	0.000000	0.000000	2.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.416879	3.134855	7.000000	2.000000	2.000000	35.000000	7.000000	29.000000	12.000000	2.000000	1.000000	407.000000	302.000000	2.000000	1.000000	0.041663	0.000000	4.000000	0.000000	0.000000	1.000000	1.000000	0.875000	NaN	1.000000	0.717976	0.000000	-1.000000	0.000000	
2016.000000	6.000000	20.000000	1.000000	7.000000	0.103704	1.000000	0.000000	4.000000	2.000000	0.000000	1.000000	0.000000	1.000000	NaN	2.416882	3.164966	7.000000	2.000000	4.000000	1.000000	7.000000	14.000000	1.000000	3.000000	1.000000	410.000000	298.000000	2.000000	1.000000	0.041663	0.000000	6.000000	0.000000	1.000000	1.000000	1.000000	0.875000	NaN	0.000000	0.748084	1.000000	1.000000	0.000000	
2016.000000	6.000000	20.000000	1.000000	8.000000	0.103704	0.000000	1.000000	4.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.416930	3.149643	7.000000	2.000000	4.000000	3.000000	6.000000	27.000000	7.000000	4.000000	1.000000	414.000000	298.000000	2.000000	0.000000	0.041663	1.000000	5.000000	1.000000	0.000000	1.000000	1.000000	0.875000	NaN	0.000000	0.732712	1.000000	2.000000	0.000000	
2016.000000	6.000000	20.000000	1.000000	5.000000	0.103704	1.000000	0.000000	6.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.416880	3.391782	7.000000	2.000000	6.000000	17.000000	7.000000	24.000000	9.000000	5.000000	1.000000	412.000000	294.000000	2.000000	1.000000	0.041663	0.000000	5.000000	0.000000	1.000000	1.000000	1.000000	0.875000	NaN	0.000000	0.974902	0.000000	-2.000000	0.000000	
2016.000000	6.000000	20.000000	1.000000	8.000000	0.103704	1.000000	1.000000	3.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.425212	3.180625	7.000000	2.000000	3.000000	8.000000	7.000000	23.000000	1.000000	6.000000	1.000000	409.000000	300.000000	2.000000	1.000000	0.041663	0.000000	5.000000	1.000000	1.000000	1.000000	1.000000	0.875000	NaN	1.000000	0.755413	1.000000	2.000000	0.000000	
2016.000000	6.000000	20.000000	1.000000	5.000000	0.103704	0.000000	0.000000	4.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.416881	3.132398	7.000000	2.000000	4.000000	23.000000	7.000000	5.000000	9.000000	7.000000	1.000000	410.000000	297.000000	2.000000	1.000000	0.041663	0.000000	3.000000	0.000000	0.000000	1.000000	1.000000	0.875000	NaN	1.000000	0.715516	0.000000	-2.000000	0.000000	
2016.000000	6.000000	20.000000	1.000000	8.000000	0.103704	1.000000	1.000000	2.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.416883	3.161365	7.000000	2.000000	2.000000	24.000000	10.000000	20.000000	3.000000	8.000000	1.000000	410.000000	295.000000	2.000000	0.000000	0.041663	0.000000	4.000000	1.000000	1.000000	1.000000	1.000000	0.875000	NaN	1.000000	0.744482	1.000000	2.000000	0.000000	
2016.000000	6.000000	20.000000	1.000000	8.000000	0.103704	1.000000	1.000000	3.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.416780	3.173361	7.000000	2.000000	3.000000	1.000000	10.000000	25.000000	6.000000	9.000000	1.000000	414.000000	293.000000	2.000000	0.000000	0.041663	0.000000	3.000000	1.000000	1.000000	1.000000	1.000000	0.875000	NaN	1.000000	0.756581	1.000000	2.000000	0.000000	
2016.000000	6.000000	20.000000	1.000000	6.000000	0.103704	0.000000	1.000000	5.000000	2.000000	0.000000	1.000000	0.000000	1.000000	NaN	2.416880	3.205037	7.000000	2.000000	5.000000	18.000000	3.000000	14.000000	12.000000	10.000000	1.000000	416.000000	292.000000	2.000000	0.000000	0.041663	0.000000	3.000000	1.000000	0.000000	1.000000	1.000000	0.875000	NaN	0.000000	0.788156	0.000000	-1.000000	0.000000	
