year	month	day	blockNum	chosenRes	colorIncr	colrDistPres	colrTargPres	colrTargTime	cueCond	fixBreak	nResps	respCorrect	respOrder	tFixBreak	tPostCue	tRes	targCategory	targSide	targTime	targTimeDistSideCatg	targTimeDistSideToken	targTimeTargSideCatg	targTimeTargSideToken	trial	trialDone	trialFixX	trialFixY	whichTask	wordDistPres	wordDur	wordTargPres	wordTargTime	targPres	distPres	subjectNum	dateNum	thisBlockAccuracy	tFixBreakFromRSVPStart	congruent	RT	reportedPresence	reportedRating	excludeBlock_BadDifficulty	
2016.000000	8.000000	19.000000	1.000000	7.000000	0.103704	0.000000	0.000000	4.000000	2.000000	0.000000	1.000000	0.000000	1.000000	NaN	2.625132	4.791855	7.000000	2.000000	3.000000	25.000000	2.000000	16.000000	5.000000	1.000000	1.000000	394.000000	308.000000	1.000000	0.000000	0.049989	0.000000	3.000000	0.000000	0.000000	10.000000	1.000000	0.875000	NaN	1.000000	2.166722	1.000000	1.000000	1.000000	
2016.000000	8.000000	19.000000	1.000000	6.000000	0.103704	0.000000	1.000000	6.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.516887	5.167873	7.000000	2.000000	6.000000	5.000000	3.000000	30.000000	6.000000	2.000000	1.000000	389.000000	302.000000	1.000000	0.000000	0.049989	0.000000	6.000000	0.000000	0.000000	10.000000	1.000000	0.875000	NaN	1.000000	2.650986	0.000000	-1.000000	1.000000	
2016.000000	8.000000	19.000000	1.000000	8.000000	0.103704	0.000000	1.000000	6.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.516891	3.893826	7.000000	2.000000	6.000000	27.000000	7.000000	3.000000	7.000000	3.000000	1.000000	388.000000	296.000000	1.000000	1.000000	0.049989	1.000000	6.000000	1.000000	1.000000	10.000000	1.000000	0.875000	NaN	1.000000	1.376934	1.000000	2.000000	1.000000	
2016.000000	8.000000	19.000000	1.000000	7.000000	0.103704	1.000000	1.000000	5.000000	2.000000	0.000000	1.000000	0.000000	1.000000	NaN	2.516890	4.464755	7.000000	2.000000	3.000000	20.000000	10.000000	1.000000	10.000000	4.000000	1.000000	385.000000	294.000000	1.000000	0.000000	0.049989	0.000000	3.000000	0.000000	0.000000	10.000000	1.000000	0.875000	NaN	1.000000	1.947864	1.000000	1.000000	1.000000	
2016.000000	8.000000	19.000000	1.000000	8.000000	0.103704	1.000000	0.000000	4.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.516938	3.874732	7.000000	2.000000	6.000000	7.000000	7.000000	12.000000	7.000000	5.000000	1.000000	385.000000	295.000000	1.000000	1.000000	0.049989	1.000000	6.000000	1.000000	1.000000	10.000000	1.000000	0.875000	NaN	1.000000	1.357794	1.000000	2.000000	1.000000	
2016.000000	8.000000	19.000000	1.000000	5.000000	0.103704	0.000000	0.000000	5.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.516889	4.662832	7.000000	2.000000	6.000000	32.000000	3.000000	29.000000	6.000000	6.000000	1.000000	383.000000	298.000000	1.000000	0.000000	0.049989	0.000000	6.000000	0.000000	0.000000	10.000000	1.000000	0.875000	NaN	1.000000	2.145943	0.000000	-2.000000	1.000000	
2016.000000	8.000000	19.000000	1.000000	NaN	0.103704	0.000000	1.000000	3.000000	2.000000	1.000000	1.000000	NaN	1.000000	2.250673	NaN	3.413665	7.000000	2.000000	5.000000	7.000000	3.000000	23.000000	4.000000	7.000000	0.000000	385.000000	302.000000	1.000000	0.000000	0.049989	0.000000	5.000000	0.000000	0.000000	10.000000	1.000000	0.875000	0.351074	1.000000	NaN	0.000000	NaN	1.000000	
2016.000000	8.000000	19.000000	1.000000	6.000000	0.103704	0.000000	1.000000	6.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.516888	4.225818	7.000000	2.000000	6.000000	12.000000	8.000000	26.000000	5.000000	8.000000	1.000000	380.000000	292.000000	1.000000	0.000000	0.049989	0.000000	6.000000	0.000000	0.000000	10.000000	1.000000	0.875000	NaN	1.000000	1.708930	0.000000	-1.000000	1.000000	
2016.000000	8.000000	19.000000	1.000000	6.000000	0.103704	0.000000	0.000000	4.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.516940	4.376383	7.000000	2.000000	4.000000	8.000000	5.000000	6.000000	6.000000	9.000000	1.000000	385.000000	295.000000	1.000000	0.000000	0.049989	0.000000	4.000000	0.000000	0.000000	10.000000	1.000000	0.875000	NaN	1.000000	1.859443	0.000000	-1.000000	1.000000	
2016.000000	8.000000	19.000000	1.000000	5.000000	0.103704	1.000000	1.000000	6.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.516888	4.014930	7.000000	2.000000	3.000000	18.000000	3.000000	1.000000	4.000000	10.000000	1.000000	384.000000	288.000000	1.000000	0.000000	0.049989	0.000000	3.000000	0.000000	0.000000	10.000000	1.000000	0.875000	NaN	1.000000	1.498041	0.000000	-2.000000	1.000000	
2016.000000	8.000000	19.000000	1.000000	8.000000	0.103704	0.000000	1.000000	6.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.516889	3.787413	7.000000	2.000000	6.000000	33.000000	7.000000	19.000000	7.000000	11.000000	1.000000	390.000000	288.000000	1.000000	1.000000	0.049989	1.000000	6.000000	1.000000	1.000000	10.000000	1.000000	0.875000	NaN	1.000000	1.270524	1.000000	2.000000	1.000000	
2016.000000	8.000000	19.000000	1.000000	8.000000	0.103704	0.000000	0.000000	4.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.516839	3.663512	7.000000	2.000000	2.000000	14.000000	7.000000	22.000000	7.000000	12.000000	1.000000	381.000000	291.000000	1.000000	1.000000	0.049989	1.000000	2.000000	1.000000	1.000000	10.000000	1.000000	0.875000	NaN	1.000000	1.146673	1.000000	2.000000	1.000000	
2016.000000	8.000000	19.000000	1.000000	8.000000	0.103704	0.000000	1.000000	6.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.516877	3.753542	7.000000	2.000000	3.000000	12.000000	2.000000	15.000000	7.000000	13.000000	1.000000	386.000000	289.000000	1.000000	0.000000	0.049989	1.000000	3.000000	1.000000	0.000000	10.000000	1.000000	0.875000	NaN	0.000000	1.236665	1.000000	2.000000	1.000000	
2016.000000	8.000000	19.000000	1.000000	8.000000	0.103704	1.000000	1.000000	6.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.516938	3.691352	7.000000	2.000000	6.000000	2.000000	7.000000	32.000000	7.000000	14.000000	1.000000	388.000000	285.000000	1.000000	1.000000	0.049989	1.000000	6.000000	1.000000	1.000000	10.000000	1.000000	0.875000	NaN	1.000000	1.174414	1.000000	2.000000	1.000000	
2016.000000	8.000000	19.000000	1.000000	6.000000	0.103704	0.000000	0.000000	3.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.516888	4.224792	7.000000	2.000000	5.000000	18.000000	7.000000	2.000000	9.000000	15.000000	1.000000	382.000000	290.000000	1.000000	1.000000	0.049989	0.000000	5.000000	0.000000	1.000000	10.000000	1.000000	0.875000	NaN	0.000000	1.707903	0.000000	-1.000000	1.000000	
2016.000000	8.000000	19.000000	1.000000	6.000000	0.103704	0.000000	1.000000	5.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.516888	4.030493	7.000000	2.000000	3.000000	17.000000	3.000000	27.000000	6.000000	16.000000	1.000000	384.000000	294.000000	1.000000	0.000000	0.049989	0.000000	3.000000	0.000000	0.000000	10.000000	1.000000	0.875000	NaN	1.000000	1.513605	0.000000	-1.000000	1.000000	
2016.000000	8.000000	19.000000	1.000000	6.000000	0.103704	0.000000	1.000000	3.000000	2.000000	0.000000	1.000000	1.000000	1.000000	NaN	2.516888	3.884263	7.000000	2.000000	5.000000	2.000000	10.000000	33.000000	9.000000	17.000000	1.000000	383.000000	287.000000	1.000000	0.000000	0.049989	0.000000	5.000000	0.000000	0.000000	10.000000	1.000000	0.875000	NaN	1.000000	1.367375	0.000000	-1.000000	1.000000	
2016.000000	8.000000	19.000000	2.000000	2.000000	0.103704	1.000000	1.000000	4.000000	0.000000	0.000000	2.000000	1.000000	1.000000	NaN	2.516886	6.435214	12.000000	1.000000	4.000000	27.000000	12.000000	14.000000	8.000000	1.000000	1.000000	406.000000	319.000000	1.000000	1.000000	0.049989	0.000000	4.000000	0.000000	1.000000	10.000000	1.000000	0.656250	NaN	0.000000	3.918328	0.000000	-1.000000	1.000000	
2016.000000	8.000000	19.000000	2.000000	7.000000	0.103704	1.000000	1.000000	4.000000	0.000000	0.000000	2.000000	1.000000	2.000000	NaN	5.450480	6.435214	12.000000	2.000000	4.000000	27.000000	12.000000	14.000000	8.000000	1.000000	1.000000	406.000000	319.000000	1.000000	1.000000	0.049989	0.000000	4.000000	1.000000	0.000000	10.000000	1.000000	0.656250	NaN	0.000000	0.984733	1.000000	1.000000	1.000000	
2016.000000	8.000000	19.000000	2.000000	6.000000	0.103704	0.000000	0.000000	6.000000	0.000000	0.000000	2.000000	0.000000	1.000000	NaN	2.516889	5.928322	12.000000	2.000000	4.000000	27.000000	10.000000	7.000000	12.000000	2.000000	1.000000	401.000000	314.000000	1.000000	0.000000	0.049989	1.000000	4.000000	1.000000	0.000000	10.000000	1.000000	0.656250	NaN	0.000000	3.411433	0.000000	-1.000000	1.000000	
2016.000000	8.000000	19.000000	2.000000	3.000000	0.103704	0.000000	0.000000	6.000000	0.000000	0.000000	2.000000	0.000000	2.000000	NaN	5.092117	5.928322	12.000000	1.000000	4.000000	27.000000	10.000000	7.000000	12.000000	2.000000	1.000000	401.000000	314.000000	1.000000	0.000000	0.049989	1.000000	4.000000	0.000000	1.000000	10.000000	1.000000	0.656250	NaN	0.000000	0.836205	1.000000	1.000000	1.000000	
2016.000000	8.000000	19.000000	2.000000	3.000000	0.103704	1.000000	0.000000	2.000000	0.000000	0.000000	2.000000	0.000000	1.000000	NaN	2.516837	8.384248	12.000000	1.000000	6.000000	19.000000	12.000000	3.000000	3.000000	3.000000	1.000000	395.000000	315.000000	1.000000	1.000000	0.049989	0.000000	6.000000	0.000000	1.000000	10.000000	1.000000	0.656250	NaN	0.000000	5.867411	1.000000	1.000000	1.000000	
2016.000000	8.000000	19.000000	2.000000	5.000000	0.103704	1.000000	0.000000	2.000000	0.000000	0.000000	2.000000	0.000000	2.000000	NaN	7.567290	8.384248	12.000000	2.000000	6.000000	19.000000	12.000000	3.000000	3.000000	3.000000	1.000000	395.000000	315.000000	1.000000	1.000000	0.049989	0.000000	6.000000	1.000000	0.000000	10.000000	1.000000	0.656250	NaN	0.000000	0.816958	0.000000	-2.000000	1.000000	
2016.000000	8.000000	19.000000	2.000000	5.000000	0.103704	1.000000	0.000000	3.000000	0.000000	0.000000	2.000000	0.000000	1.000000	NaN	2.516839	6.832686	12.000000	2.000000	4.000000	9.000000	6.000000	2.000000	12.000000	4.000000	1.000000	401.000000	320.000000	1.000000	0.000000	0.049989	1.000000	4.000000	1.000000	0.000000	10.000000	1.000000	0.656250	NaN	0.000000	4.315847	0.000000	-2.000000	1.000000	
2016.000000	8.000000	19.000000	2.000000	2.000000	0.103704	1.000000	0.000000	3.000000	0.000000	0.000000	2.000000	1.000000	2.000000	NaN	5.667167	6.832686	12.000000	1.000000	4.000000	9.000000	6.000000	2.000000	12.000000	4.000000	1.000000	401.000000	320.000000	1.000000	0.000000	0.049989	1.000000	4.000000	0.000000	1.000000	10.000000	1.000000	0.656250	NaN	0.000000	1.165518	0.000000	-1.000000	1.000000	
2016.000000	8.000000	19.000000	2.000000	2.000000	0.103704	1.000000	1.000000	2.000000	0.000000	0.000000	2.000000	1.000000	1.000000	NaN	2.516888	7.675683	12.000000	1.000000	2.000000	33.000000	3.000000	19.000000	3.000000	5.000000	1.000000	393.000000	305.000000	1.000000	0.000000	0.049989	0.000000	2.000000	0.000000	0.000000	10.000000	1.000000	0.656250	NaN	1.000000	5.158796	0.000000	-1.000000	1.000000	
2016.000000	8.000000	19.000000	2.000000	6.000000	0.103704	1.000000	1.000000	2.000000	0.000000	0.000000	2.000000	1.000000	2.000000	NaN	6.817267	7.675683	12.000000	2.000000	2.000000	33.000000	3.000000	19.000000	3.000000	5.000000	1.000000	393.000000	305.000000	1.000000	0.000000	0.049989	0.000000	2.000000	0.000000	0.000000	10.000000	1.000000	0.656250	NaN	1.000000	0.858416	0.000000	-1.000000	1.000000	
2016.000000	8.000000	19.000000	2.000000	3.000000	0.103704	1.000000	0.000000	2.000000	0.000000	0.000000	2.000000	0.000000	1.000000	NaN	2.516889	7.097581	12.000000	1.000000	4.000000	20.000000	11.000000	16.000000	2.000000	6.000000	1.000000	396.000000	309.000000	1.000000	0.000000	0.049989	0.000000	4.000000	0.000000	0.000000	10.000000	1.000000	0.656250	NaN	1.000000	4.580693	1.000000	1.000000	1.000000	
