year	month	day	blockNum	chosenRes	colorIncr	colrDistPres	colrTargPres	colrTargTime	cueCond	fixBreak	nResps	respCorrect	respOrder	tFixBreak	tPostCue	tRes	targCategory	targSide	targTime	targTimeDistSideCatg	targTimeDistSideToken	targTimeTargSideCatg	targTimeTargSideToken	trial	trialDone	trialFixX	trialFixY	whichTask	wordDistPres	wordDur	wordTargPres	wordTargTime	targPres	distPres	subjectNum	dateNum	thisBlockAccuracy	tFixBreakFromRSVPStart	congruent	RT	reportedPresence	reportedRating	excludeBlock_BadDifficulty	
2016.000000	8.000000	26.000000	1.000000	6.000000	0.081481	0.000000	1.000000	5.000000	0.000000	0.000000	2.000000	0.000000	1.000000	NaN	2.766912	5.612127	10.000000	2.000000	5.000000	17.000000	4.000000	29.000000	12.000000	1.000000	1.000000	391.000000	285.000000	2.000000	0.000000	0.066685	0.000000	6.000000	1.000000	0.000000	6.000000	1.000000	0.593750	NaN	0.000000	2.845214	0.000000	-1.000000	0.000000	
2016.000000	8.000000	26.000000	1.000000	2.000000	0.081481	0.000000	1.000000	5.000000	0.000000	0.000000	2.000000	1.000000	2.000000	NaN	4.558689	5.612127	10.000000	1.000000	5.000000	17.000000	4.000000	29.000000	12.000000	1.000000	1.000000	391.000000	285.000000	2.000000	0.000000	0.066685	0.000000	6.000000	0.000000	1.000000	6.000000	1.000000	0.593750	NaN	0.000000	1.053437	0.000000	-1.000000	0.000000	
2016.000000	8.000000	26.000000	1.000000	2.000000	0.081481	1.000000	1.000000	2.000000	0.000000	0.000000	2.000000	0.000000	1.000000	NaN	2.700238	5.004587	10.000000	1.000000	2.000000	24.000000	10.000000	7.000000	10.000000	2.000000	1.000000	389.000000	274.000000	2.000000	1.000000	0.066685	1.000000	3.000000	1.000000	1.000000	6.000000	1.000000	0.593750	NaN	1.000000	2.304349	0.000000	-1.000000	0.000000	
2016.000000	8.000000	26.000000	1.000000	6.000000	0.081481	1.000000	1.000000	2.000000	0.000000	0.000000	2.000000	0.000000	2.000000	NaN	4.250375	5.004587	10.000000	2.000000	2.000000	24.000000	10.000000	7.000000	10.000000	2.000000	1.000000	389.000000	274.000000	2.000000	1.000000	0.066685	1.000000	3.000000	1.000000	1.000000	6.000000	1.000000	0.593750	NaN	1.000000	0.754212	0.000000	-1.000000	0.000000	
2016.000000	8.000000	26.000000	1.000000	2.000000	0.081481	1.000000	1.000000	4.000000	0.000000	0.000000	2.000000	0.000000	1.000000	NaN	2.691904	4.836599	10.000000	1.000000	4.000000	28.000000	10.000000	17.000000	10.000000	3.000000	1.000000	393.000000	261.000000	2.000000	1.000000	0.066685	1.000000	3.000000	1.000000	1.000000	6.000000	1.000000	0.593750	NaN	1.000000	2.144695	0.000000	-1.000000	0.000000	
2016.000000	8.000000	26.000000	1.000000	6.000000	0.081481	1.000000	1.000000	4.000000	0.000000	0.000000	2.000000	0.000000	2.000000	NaN	4.166984	4.836599	10.000000	2.000000	4.000000	28.000000	10.000000	17.000000	10.000000	3.000000	1.000000	393.000000	261.000000	2.000000	1.000000	0.066685	1.000000	3.000000	1.000000	1.000000	6.000000	1.000000	0.593750	NaN	1.000000	0.669615	0.000000	-1.000000	0.000000	
2016.000000	8.000000	26.000000	1.000000	6.000000	0.081481	0.000000	0.000000	5.000000	0.000000	0.000000	2.000000	1.000000	1.000000	NaN	2.691902	4.861955	10.000000	2.000000	5.000000	33.000000	9.000000	32.000000	5.000000	4.000000	1.000000	393.000000	271.000000	2.000000	0.000000	0.066685	0.000000	4.000000	0.000000	0.000000	6.000000	1.000000	0.593750	NaN	1.000000	2.170053	0.000000	-1.000000	0.000000	
2016.000000	8.000000	26.000000	1.000000	2.000000	0.081481	0.000000	0.000000	5.000000	0.000000	0.000000	2.000000	1.000000	2.000000	NaN	4.192022	4.861955	10.000000	1.000000	5.000000	33.000000	9.000000	32.000000	5.000000	4.000000	1.000000	393.000000	271.000000	2.000000	0.000000	0.066685	0.000000	4.000000	0.000000	0.000000	6.000000	1.000000	0.593750	NaN	1.000000	0.669933	0.000000	-1.000000	0.000000	
2016.000000	8.000000	26.000000	1.000000	3.000000	0.081481	0.000000	1.000000	3.000000	0.000000	0.000000	2.000000	1.000000	1.000000	NaN	2.691854	4.763482	10.000000	1.000000	3.000000	26.000000	12.000000	20.000000	8.000000	5.000000	1.000000	394.000000	267.000000	2.000000	0.000000	0.066685	0.000000	5.000000	1.000000	0.000000	6.000000	1.000000	0.593750	NaN	0.000000	2.071628	1.000000	1.000000	0.000000	
2016.000000	8.000000	26.000000	1.000000	6.000000	0.081481	0.000000	1.000000	3.000000	0.000000	0.000000	2.000000	1.000000	2.000000	NaN	4.116978	4.763482	10.000000	2.000000	3.000000	26.000000	12.000000	20.000000	8.000000	5.000000	1.000000	394.000000	267.000000	2.000000	0.000000	0.066685	0.000000	5.000000	0.000000	1.000000	6.000000	1.000000	0.593750	NaN	0.000000	0.646504	0.000000	-1.000000	0.000000	
